Sentence,Sentencia,Type,Tipo
"Bird feathers illustrate optimum design, with their interlocking barbs and barbules resulting in a strong yet extremely light structure.","Las plumas de pájaros ilustran un diseño óptimo, con sus púas entrelazadas y barbules, lo que resulta en una estructura fuerte pero extremadamente ligera.",Visual,Visual
Show More Sentences,Mostrar más oraciones,Visual,Visual
"Physiques are exaggerated to illustrate the underlying theme, which is masked masculinity, flowered femininity, or elusive mystery.","Los físicos son exagerados para ilustrar el tema subyacente, que es la masculinidad enmascarada, la feminidad florida o el misterio esquivo.",Visual,Visual
"The colourful use of masks, live music and puppets, both large and small, are used to illustrate this fun, clever and moving story.","El uso colorido de máscaras, música en vivo y títeres, tanto grandes como pequeños, se utilizan para ilustrar esta historia divertida, inteligente y móvil.",Visual,Visual
Reference to Hebrew terms could have been used to illustrate the beauty and poetic style of the original spoken testimonies.,La referencia a los términos hebreos podría haberse utilizado para ilustrar la belleza y el estilo poético de los testimonios hablados originales.,Visual,Visual
His remarks are utter balderdash from start to finish and illustrate the truly lamentable decline of science into ideological propaganda.,Sus comentarios son Balderdash de principio a fin e ilustran el declive verdaderamente lamentable de la ciencia en la propaganda ideológica.,Visual,Visual
So I can illustrate those mindsets by using more familiar western terminologies and that sort of thing.,Entonces puedo ilustrar esas mentalidades utilizando terminologías occidentales más familiares y ese tipo de cosas.,Visual,Visual
"However, now they have to illustrate what they plan to do in the next four years, the term of their office.","Sin embargo, ahora tienen que ilustrar lo que planean hacer en los próximos cuatro años, el plazo de su oficina.",Visual,Visual
The mantas here also illustrate the kinds of discoveries waiting to be made by biologists.,Las mantas aquí también ilustran los tipos de descubrimientos que esperan ser realizados por biólogos.,Visual,Visual
"If you had to pick just one pop song to illustrate just how great the medium can be, this would be a perfect choice.","Si tuviera que elegir una sola canción pop para ilustrar cuán grande puede ser el medio, esta sería una elección perfecta.",Visual,Visual
Throughout the text useful diagrams and tables illustrate the content of the text.,"A lo largo del texto, los diagramas y tablas útiles ilustran el contenido del texto.",Visual,Visual
"To illustrate with one example, the work of Hippocrates on the quadrature of lunes is only known to us through Eudemus's History of Geometry.","Para ilustrar con un ejemplo, el trabajo de Hipócrates en la cuadratura de Lunes solo es conocido por nosotros a través de la historia de geometría de Eudemus.",Visual,Visual
Michael will talk about the book and use a lump of stone and a piece of gold to illustrate themes of alchemy.,Michael hablará sobre el libro y usará un trozo de piedra y un pedazo de oro para ilustrar temas de alquimia.,Visual,Visual
Many instructors use program run-times to illustrate and reinforce algorithm complexity concepts.,Muchos instructores usan los tiempos de ejecución del programa para ilustrar y reforzar los conceptos de complejidad del algoritmo.,Visual,Visual
The sets and costuming are rich and lovingly illustrate a subtle passing of time.,Los sets y el vestuario son ricos e ilustran con amor un paso sutil de tiempo.,Visual,Visual
"Here, we've put together three stylish casual looks to illustrate the kinds of clothes on offer.","Aquí, hemos reunido tres elegantes looks casuales para ilustrar los tipos de ropa que se ofrecen.",Visual,Visual
Some artists are willing and able to create roughs or prototypes to illustrate to a licensee just how well their work would suit products.,Algunos artistas están dispuestos y capaces de crear rudos o prototipos para ilustrar a un licenciatario cuán bien su trabajo se adaptaría a los productos.,Visual,Visual
Its 92 problems illustrate the formula for summing an arithmetic progression.,Sus 92 problemas ilustran la fórmula para sumar una progresión aritmética.,Visual,Visual
Independent roasters can buy Fair Trade and other value-added coffees to illustrate our solidarity with the independent farmers.,Los tostadores independientes pueden comprar comercio justo y otros cafés de valor agregado para ilustrar nuestra solidaridad con los agricultores independientes.,Visual,Visual
We can illustrate this with a country with a trade account that is in balance but an external debt inherited from the past.,Podemos ilustrar esto con un país con una cuenta comercial que está en saldo pero una deuda externa heredada del pasado.,Visual,Visual
Many advanced techniques of practical lens design will be illustrate with easy-to-understand examples drawn from the design of anastigmats and telescope objectives.,Se ilustrarán muchas técnicas avanzadas de diseño práctico de lentes con ejemplos fáciles de entender que se extraen del diseño de anastigmats y objetivos del telescopio.,Visual,Visual
To illustrate this point Laura Mulvey showed a filmstrip from a 1929 film.,"Para ilustrar este punto, Laura Mulvey mostró una película de una película de 1929.",Visual,Visual
Show More Sentences,Mostrar más oraciones,Visual,Visual
"He did not draw characters on celluloid sheets but rather used the process of pixillation, filming puppets in different poses to illustrate motion.","No dibujó personajes en hojas de celuloides, sino que usó el proceso de pixillación, filmando títeres en diferentes poses para ilustrar el movimiento.",Visual,Visual
Their cases illustrate the perennial challenge of balancing ends and means in the complex world of intelligence operations.,Sus casos ilustran el desafío perenne de equilibrar los fines y los medios en el complejo mundo de las operaciones de inteligencia.,Visual,Visual
"While meteorology is a science complicated by chaotic weather patterns, statistics on the tumultuous developments illustrate a definite trend in the past decades.","Si bien la meteorología es una ciencia complicada por los patrones climáticos caóticos, las estadísticas sobre los desarrollos tumultuosos ilustran una tendencia definitiva en las últimas décadas.",Visual,Visual
"Demonstrations in action will illustrate the importance of sociometry in developing diagnostic and intervention tools, as well as enhancing group dynamics.","Las demostraciones en acción ilustrarán la importancia de la sociometría en el desarrollo de herramientas de diagnóstico e intervención, así como para mejorar la dinámica del grupo.",Visual,Visual
A simple example will illustrate the difference between this disturbed mode of comportment and a more primary manner of embodying temporality and culture.,Un ejemplo simple ilustrará la diferencia entre este modo perturbado de comparación y una manera más primaria de incorporar la temporalidad y la cultura.,Visual,Visual
